smiles,split,qed,logp,sa,scaffold_smiles
COC(=O)c1cn(C(=O)Cc2ccccc2)nc1N,train,0.8348634726235908,0.039191240511435854,2.3930379130455623,O=C(Cc1ccccc1)n1cccn1
Cc1ccc2nc(C3CCCN3C(=O)c3cscn3)[nH]c2c1,train,0.7894542099845664,0.9358425962049819,2.906886043490731,O=C(c1cscn1)N1CCCC1c1nc2ccccc2[nH]1
Cc1ccc(F)cc1C(=O)NC1CCCN(c2ccccc2)C1=O,train,0.9422754502868199,1.3893710702090645,2.386136553642409,O=C(NC1CCCN(c2ccccc2)C1=O)c1ccccc1
O=C(Nc1cccc(-n2ccnc2)c1)c1sccc1C1CC1,train,0.7896206034268972,2.188951588086582,2.303106770648295,O=C(Nc1cccc(-n2ccnc2)c1)c1sccc1C1CC1
CC(=O)c1cccc(NC(=O)CCNC(=O)C2CC2C)c1,train,0.7860222770545559,0.4431834259456203,2.5532795277768034,O=C(CCNC(=O)C1CC1)Nc1ccccc1
COC(=O)Nc1ccc(OCC(=O)NCc2ccccc2C)cc1,train,0.8546973820771472,2.0176472328726534,1.7514606320443171,O=C(COc1ccccc1)NCc1ccccc1
Cc1csc(CNc2ccc(F)cc2OC(F)F)n1,train,0.9082368433978137,1.9455485879508845,2.355256200418566,c1ccc(NCc2nccs2)cc1
CCCCNC(=O)CNc1cccc(C(=O)N2CCOCC2)c1,train,0.7471009657832242,0.8394284733024162,1.930811800945861,O=C(c1ccccc1)N1CCOCC1
O=C(NC1CCN(CC(F)(F)F)C1=O)c1ccc(Cl)cc1F,train,0.8602710284276213,0.41305411740956327,2.800440508940536,O=C(NC1CCNC1=O)c1ccccc1
CCCN1CCN(C(=O)c2ccccc2C(F)(F)F)CCC1=O,train,0.8559766908748825,-1.9818166850475196,2.1252166960507566,O=C1CCN(C(=O)c2ccccc2)CCN1
CCCNC(=O)c1cnc(-c2cccnc2)nc1-c1ccccc1,train,0.7831554726185512,2.0124302140127237,2.032935661132875,c1ccc(-c2ccnc(-c3cccnc3)n2)cc1
Cc1ccccc1CC(=O)N1CCN(Cc2ccccc2)CC1,train,0.8669203683590504,2.141354713514563,1.6561349509302055,O=C(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1
O=C(Nc1ccccc1N1CCCC1=O)c1cccs1,train,0.9420735086755337,1.9648362289171675,1.9458049200598726,O=C(Nc1ccccc1N1CCCC1=O)c1cccs1
CCC(NC(=O)c1cc(C)no1)c1ccc(OC)cc1,train,0.9101518451769589,1.17377914260702,2.457282877299807,O=C(NCc1ccccc1)c1ccno1
Cn1cc(CCCC(=O)NCCc2ccncc2)c2ccccc21,train,0.7259136323613196,1.896188893063437,2.0772334633306766,O=C(CCCc1c[nH]c2ccccc12)NCCc1ccncc1
COc1cccc(C(=O)NCCC(=O)Nc2ccc(Cl)cn2)c1,train,0.8508024324331659,1.6744796449360106,1.8246204830330033,O=C(CCNC(=O)c1ccccc1)Nc1ccccn1
Cc1nn(CC(C)C)c2sc(C(=O)NCc3ccncc3)cc12,train,0.7808134738922071,1.661298611602303,2.3499137374708763,O=C(NCc1ccncc1)c1cc2cn[nH]c2s1
Cc1nc(CCNC(=O)Nc2cccc(N3CCCC3=O)c2)cs1,train,0.8756188763535432,1.5255133742879439,2.2046675865987133,O=C(NCCc1cscn1)Nc1cccc(N2CCCC2=O)c1
O=C(NCC(=O)N1CCCC1)C1CCCN1C(=O)Cc1cccs1,train,0.8628318809185112,-0.3164832196057604,2.622903098989644,O=C(NCC(=O)N1CCCC1)C1CCCN1C(=O)Cc1cccs1
O=C(NCc1cc(-c2ccccc2)on1)c1ccccn1,train,0.7968734752808944,1.6466781061722142,1.9433304690674031,O=C(NCc1cc(-c2ccccc2)on1)c1ccccn1
CCN(CC)c1ccc(C(=O)N(C)Cc2ccccn2)cc1,train,0.8212921068752267,1.9634207429633634,1.989290602844326,O=C(NCc1ccccn1)c1ccccc1
CCOC(=O)c1c(Cl)c(N)nn1C1CCCC1,train,0.8444869884003766,0.5901642252090373,2.675130738960034,c1cnn(C2CCCC2)c1
CCN(Cc1cnn(C)c1)C(=O)c1cc2ccccc2o1,train,0.7395105338859463,1.4045574731324428,2.2392851588937077,O=C(NCc1cn[nH]c1)c1cc2ccccc2o1
COc1cc(NC(=O)CCc2ccc3c(c2)OCO3)cc(OC)c1,train,0.8823455583453448,1.873171836051184,1.950498355829481,O=C(CCc1ccc2c(c1)OCO2)Nc1ccccc1
Cc1ccccc1CS(=O)(=O)NCc1cccnc1-n1cccn1,train,0.7448805733931864,0.8441219750185598,2.3384053792408537,O=S(=O)(Cc1ccccc1)NCc1cccnc1-n1cccn1
O=C(Nc1cnn(CCO)c1)c1cc(-c2cccs2)on1,train,0.7499897249513332,0.4607742801879238,2.453889269864705,O=C(Nc1cn[nH]c1)c1cc(-c2cccs2)on1
